LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
59873,2,1,2,29,-2,1,2,6,8,1,5172,354648,388722,96186,163236,436579,26192,28597,17932,15887,45637,43844,0
84900,1,4,1,69,3,4,-2,0,4,3,313087,25017,191540,376236,38911,16081,47217,49349,37493,6988,30433,5941,1
130519,2,3,1,46,-2,-1,6,-2,6,0,351956,34697,165190,468544,248690,447921,8655,41293,47319,3760,1983,20747,1
88733,2,4,2,69,3,3,-2,-2,3,-2,325401,401339,224037,43724,74055,326041,12898,13234,18890,2244,5682,13587,1
101417,1,4,3,54,0,5,2,0,0,3,483931,404516,173087,278950,405773,368769,37836,36287,43602,8089,37674,746,1
149696,1,4,1,40,5,4,7,2,4,-2,431485,122652,169142,126940,210295,1303,38761,10715,19686,1507,35789,39422,0
94953,1,4,3,44,3,4,6,0,2,6,224415,307614,404038,69529,382501,314119,20244,39117,8974,36632,7674,40664,1
449415,2,2,3,47,8,5,1,6,-2,8,31428,221590,62252,109490,477230,294243,47548,7377,172,12430,2945,11061,1
49314,2,3,3,66,-2,4,5,6,0,-2,238029,316348,485300,288881,424738,268602,46912,23677,16509,18437,28935,7562,0
267010,1,2,1,34,2,2,3,0,2,3,344622,431439,277465,32567,475731,392933,620,39530,18923,41135,31786,7228,1
211094,1,3,3,23,5,4,8,0,4,-2,303854,39928,91461,217109,283968,277935,8616,14005,47255,5732,6764,23197,0
491365,1,1,1,48,0,7,0,2,0,4,269068,388992,65607,67613,82662,428548,41010,41855,10303,41779,23680,12324,0
64899,1,4,3,28,3,0,1,-1,3,0,234409,246514,295754,136338,467697,116315,16760,32207,19111,31977,15291,25567,0
204949,2,2,1,46,2,2,-1,3,2,3,146880,282063,316499,95377,434252,402991,4773,19876,1257,17101,46565,19242,1
485040,1,3,3,45,3,4,-2,4,-2,4,138673,326965,26512,441487,432206,89656,39249,21170,38176,5890,10959,10544,1
434098,1,1,2,38,7,6,5,6,7,-2,250115,461311,121500,354005,346637,406558,22729,46299,45757,4574,36663,37559,1
410365,1,1,3,47,-2,-1,-2,3,3,-2,80301,28359,397730,434231,312458,470231,24620,10889,11891,16775,25906,7518,1
136372,1,4,3,36,4,1,8,0,5,2,170342,14738,24812,191731,7361,167847,9318,34668,21449,7017,576,39945,0
93734,2,3,1,62,6,4,-2,2,-2,3,161989,89130,427544,156706,374027,264943,33044,35364,6105,13385,25849,28072,1
337635,1,2,1,60,-1,-2,1,1,-1,6,293566,493223,329081,190293,45767,329164,27562,46122,22841,2647,4973,41601,1
465394,2,4,3,61,7,-1,7,2,1,-2,33341,357538,217211,9274,129875,39735,10333,35658,6667,29750,32953,237,1
282813,1,2,2,69,2,6,7,5,-1,1,414834,307320,173216,362352,275745,247040,17016,29223,26167,7263,28276,37459,0
290090,1,1,2,39,7,7,3,5,8,7,281189,23519,9624,174886,225866,180292,29843,45126,36731,37836,521,2575,1
147189,2,2,1,64,1,4,6,3,6,5,335413,439555,412607,156661,7887,436227,46243,41456,27667,10908,10234,47504,1
387051,1,2,2,59,3,7,-2,-2,7,7,351546,406378,71360,299070,411992,438339,46018,35838,12260,39898,38811,35136,1
101651,2,4,3,58,3,4,4,5,5,6,145742,332400,154770,218124,439400,350389,14395,1628,17689,9494,13788,16008,1
168602,2,2,1,68,8,3,7,5,5,0,235185,169565,284553,490421,340936,327862,36781,18676,31928,36068,24964,15992,1
218463,1,4,3,42,-1,0,8,-1,1,8,478122,35252,122996,178126,270533,366844,38775,31594,29487,16653,15599,43074,0
258729,2,1,1,66,-1,7,2,1,2,-1,383352,290019,248570,306947,480368,182993,40441,26112,6838,29155,46076,45142,0
128780,2,4,1,51,1,0,5,-1,1,1,484778,359847,404671,155825,59978,202259,28538,15965,42247,1933,26828,44578,0
66270,2,4,1,66,-2,-1,4,1,6,-1,373127,47120,235268,495297,368955,276852,525,7221,23759,24762,34808,40437,0
309203,2,3,1,52,6,8,1,7,-1,-2,87800,316883,474488,222555,64180,469014,38083,27649,8118,7434,4173,40951,1
151428,2,2,2,65,4,3,1,4,8,0,32267,143183,423750,317064,190922,361999,5329,14295,6141,24316,2016,28638,0
294806,2,1,3,24,4,1,3,6,5,4,288830,382122,166519,63360,292742,275494,5843,11650,48277,7067,12961,1411,1
85637,2,4,3,62,0,2,3,5,-1,-2,178906,269807,199981,366512,368543,385206,30281,19947,14076,21854,15456,4338,0
245758,2,1,3,67,8,0,6,6,-2,-1,137728,64518,211663,134605,1858,185445,49176,39274,45429,5531,34384,32477,1
270968,1,3,1,53,0,3,2,5,7,-2,403605,263259,313089,224306,130298,365233,12126,24392,20529,10997,28456,20058,1
35393,1,2,2,59,-2,8,5,-1,0,5,183496,197868,143397,441566,269100,205338,32290,10824,19296,29753,18728,28365,1
174936,2,4,3,30,0,0,2,4,6,2,158500,90177,484624,485276,266436,139830,15182,5845,35046,48833,32705,11553,1
75863,1,2,2,69,0,5,-1,-1,0,5,424993,420757,304342,212286,318813,304862,44936,24949,494,22459,8178,32470,0
41053,2,3,1,22,1,6,3,8,6,0,423143,5514,199700,417401,151926,343438,29675,39718,16904,34358,3174,12141,1
495080,2,3,3,52,1,1,6,-1,4,4,178183,156064,322504,26674,270264,229646,10373,32640,15132,26971,42725,23040,1
167953,1,1,2,30,0,6,0,1,7,5,416249,6297,197702,423787,94893,282750,13106,11607,43404,24917,28197,23935,1
406838,2,4,1,35,7,4,-2,-2,-2,3,425389,48003,408897,314755,93436,347033,21624,21835,26456,3235,32454,8883,1
134773,2,1,2,37,5,0,-2,2,7,4,211965,148548,283920,244353,288281,383855,6102,42761,18228,7214,15362,43810,1
343936,2,3,3,49,5,4,0,3,2,-1,33236,27135,20985,444981,342736,447785,3936,8882,13303,44152,18597,26291,1
382511,2,2,3,67,-2,-2,7,6,6,5,792,298315,88378,422668,60199,177272,34003,26604,29525,20508,4118,43339,1
301862,1,1,1,29,4,0,2,7,0,2,261646,43431,432496,148472,61394,475738,20358,17811,7583,30716,42849,13126,1
241072,2,1,1,37,8,3,0,5,6,4,172037,350856,281449,395744,282651,318639,36311,6208,12310,26411,29621,8616,0
211802,2,2,1,57,-1,1,6,-1,2,-2,498565,26321,475171,49745,135047,393850,5502,2495,14680,18944,4181,900,0
180945,2,1,2,38,-2,4,5,-2,6,2,386205,29654,36211,411381,196199,349884,30493,27793,30395,19390,40226,4693,1
465469,1,2,2,55,0,0,0,-1,7,-2,380637,152662,147630,337727,200374,102785,22165,1037,18662,27773,22205,7373,1
417003,2,4,2,32,1,-2,6,4,3,5,477621,448285,96771,43933,89276,35719,2899,5172,25289,7057,38255,3942,1
482863,1,2,1,65,3,6,3,1,6,1,443862,320696,276920,341540,657,363143,27240,17378,32521,19362,630,44843,1
70905,1,4,3,22,7,3,4,7,4,1,159093,385065,191396,290259,426575,255526,4140,2176,47813,22348,1436,45571,1
368125,2,2,3,29,2,5,1,2,4,-1,82993,70776,78636,297275,357500,351106,41385,20022,38241,49256,8539,46868,0
469786,2,3,2,57,1,0,1,4,5,2,372946,417062,321375,145431,345269,238421,31597,6518,20262,17572,10545,47993,1
98804,1,3,2,20,5,5,-1,0,4,-2,189136,4073,268149,133248,273252,156117,27848,17493,37413,32228,38197,24591,1
42583,2,4,3,46,8,-1,2,7,6,6,236586,106528,137368,381267,350484,142508,6673,39557,47484,6870,35334,26501,1
373149,1,4,3,65,1,1,5,-1,8,2,315198,308046,239885,128406,467844,365266,14372,31318,24969,3274,30804,6541,1
291491,1,3,2,27,7,0,4,4,6,3,453936,187623,372869,223131,332836,138390,24643,22270,20524,43577,44242,6852,1
422496,2,4,2,65,-1,7,4,2,3,-1,209543,492096,102635,347394,132545,357338,31664,4591,3900,36536,12357,38637,1
78488,2,2,3,61,0,-2,3,-2,4,7,391658,15169,146452,39808,285280,191980,9161,30957,44618,15874,45220,42786,1
399680,1,2,1,36,3,4,0,-2,-1,7,134169,499299,173055,297274,221162,385449,443,8185,12321,25228,45473,39235,1
108797,1,3,2,28,5,8,2,6,6,-2,348985,311813,373363,294688,278209,71404,17238,3829,3197,6787,21712,41728,1
90191,1,1,3,25,5,7,-2,2,-2,1,789,279353,423461,342114,258805,102489,24143,33199,26860,35358,4719,13828,0
90490,1,2,3,62,8,-1,4,-2,-2,4,435753,29756,188194,184964,429387,342955,9221,45602,42294,3516,36327,23303,1
409141,2,4,3,44,6,1,6,4,0,3,15189,136664,148310,224489,325900,280115,24608,23029,20331,37851,16846,22959,1
335946,2,1,3,58,4,6,-2,6,3,7,356376,462331,444723,164984,94379,101939,16924,2049,39153,27341,39746,49764,1
266302,2,1,1,68,-1,3,-1,8,2,-2,23129,177123,499682,404084,31508,451413,22754,44014,41819,13942,8184,47458,1
185826,2,2,3,47,5,5,0,-2,-1,-2,133122,330826,335176,65305,212181,137972,17372,3348,22720,43128,26975,29924,1
439828,2,2,2,52,4,-1,0,7,6,5,248601,499748,494990,481476,7805,210535,31423,43375,29547,49303,25403,6898,1
202298,1,1,1,56,5,4,5,1,7,1,209969,131534,329983,317418,159148,101143,2144,19590,26695,12717,5015,12929,1
410133,2,1,3,28,0,3,4,0,1,2,95918,288040,366730,443453,184010,194013,8545,18269,46959,40312,18166,18188,1
225176,2,3,1,37,4,6,3,2,1,4,166907,348218,194328,213115,187794,245823,21637,27139,36275,37508,4237,43660,1
194702,2,4,2,40,7,4,7,4,2,5,363853,82313,216483,166139,489675,147623,17814,47854,46267,37359,23237,8531,1
236713,2,3,3,21,6,-2,7,5,5,7,334628,74336,72067,450362,151950,384546,19581,44937,11000,47861,42145,10987,1
157675,2,2,2,62,0,5,8,-1,7,4,35907,228153,411375,49436,132613,196966,40188,23516,15511,24330,13510,17469,0
376328,1,3,3,57,7,8,1,4,1,-1,373657,192906,465529,58553,64690,364754,44316,34791,3545,33708,38243,46345,1
256332,1,3,3,59,3,7,6,-2,2,1,26522,357107,311719,149673,255504,103536,12433,29021,24995,41193,9171,25190,1
123784,1,3,3,55,-1,0,-2,4,1,7,271463,34754,171823,479887,76837,188517,41819,34673,43696,23976,33686,32341,1
450791,2,3,3,69,-1,-1,8,5,3,-2,130031,486083,77008,316534,308147,4029,22939,41466,16342,24071,45776,19361,1
198106,1,4,3,62,2,0,-1,-1,0,7,293845,7138,132578,277096,77579,379318,13691,1724,6414,15932,16196,9426,1
276340,1,4,1,56,2,8,1,6,5,6,130664,300658,127705,352678,288336,312943,49272,16287,3422,39041,45020,11140,0
454171,2,1,3,34,4,3,0,-2,3,0,492478,281316,306763,208737,413134,408911,41240,47966,22375,34309,25271,40133,0
315876,2,2,3,47,-1,0,-2,3,7,0,154864,67357,472518,379036,21262,227805,49712,47466,8201,22556,15840,44674,0
67280,2,3,1,37,8,7,2,-2,2,7,120980,75457,24135,196615,209873,399870,8409,561,17305,20966,44825,24653,1
470517,1,1,1,53,4,2,4,0,-1,6,139232,396338,511,413181,230524,323791,7192,10072,40998,3629,1601,17849,1
317576,1,1,1,41,2,3,-1,8,7,7,448236,443781,300090,133647,395536,1806,25168,49688,19202,325,1400,40391,1
174103,2,1,1,30,3,5,2,3,7,0,318109,141508,142030,138773,233957,126847,31932,24641,30493,26444,29991,33654,0
78243,2,4,1,32,5,4,3,0,4,5,365342,218981,440274,261191,283767,246945,8553,28643,25108,20874,39837,2043,1
399072,1,3,1,23,7,8,8,5,-1,-1,459005,177497,163625,215380,395602,309343,43021,8321,35926,39801,37577,17537,1
313835,1,3,3,41,1,5,4,2,-2,0,455936,36273,144868,324057,279879,32795,26600,44716,7808,27132,3973,34108,1
271395,2,2,3,26,4,0,-2,-1,4,-1,369472,336602,134755,182145,179149,352539,20547,11563,46022,46835,47512,28683,1
448007,2,3,2,62,3,1,4,1,2,-2,98912,412596,72426,115275,42921,271768,30102,9482,32181,9807,35153,48903,1
396412,1,3,3,43,7,3,1,6,-2,-1,421686,152439,290765,234904,364957,262889,31747,11406,13547,49507,47455,43305,1
84320,2,1,3,23,-1,8,5,1,1,5,101888,495087,84106,280478,435569,146022,2139,45981,6162,14895,16454,2986,0
162743,1,2,1,47,5,4,1,7,1,6,371449,37925,212315,71300,485032,297411,49994,35142,7486,32121,34696,36288,0
131759,1,3,1,34,7,6,3,7,7,-1,342801,330895,230486,278359,463299,13746,18195,38429,39133,25092,42996,16816,1
374533,1,4,3,20,6,-2,6,5,4,4,379444,224114,10246,159628,398708,32350,3077,18851,29405,17978,19023,34104,1
26430,1,3,2,22,2,5,2,2,6,2,266342,223300,8403,196225,321735,366935,42616,45458,19037,6965,48242,30861,0
289245,2,1,1,33,7,5,1,8,-1,0,319363,228822,260106,139659,390730,160945,49650,39470,16645,6741,13249,25152,0
383604,2,4,3,57,1,3,5,8,-2,6,476660,129340,348017,465705,216041,173483,40817,37529,42787,35575,15780,42647,1
439615,1,1,3,69,3,1,6,7,-1,3,50544,357781,471071,341668,297388,104192,42594,48547,43738,18882,46016,35434,0
177620,1,3,2,20,5,0,1,-2,4,8,154423,360788,89559,131230,174349,222810,31296,18309,29063,48064,48482,44477,1
412416,1,4,2,57,8,8,0,4,7,-2,305678,141198,51629,322515,163354,25996,46116,30548,26227,16282,14259,14080,1
64209,1,2,1,57,0,0,5,0,3,2,482027,417653,26043,424286,378345,150181,1786,45496,40822,49176,6819,17406,1
424761,1,2,2,40,7,3,2,7,1,4,47787,158422,218020,200815,226966,263561,38336,39544,37466,10271,37952,31097,1
72469,2,4,3,67,8,5,-1,5,-2,1,11274,362546,311573,414978,106080,232815,33535,28168,20016,5140,46483,48323,1
204670,2,4,3,48,8,4,7,0,-2,5,27874,60499,420276,77207,100969,499834,2479,3810,4136,15628,30035,18579,1
400674,2,1,2,24,-2,8,6,-2,2,7,26202,84350,341322,411390,429586,194382,27198,32636,38425,44279,31725,1614,1
83459,2,4,2,68,1,-2,0,2,-2,2,453907,157897,104180,270147,338880,193499,25753,26327,8435,26092,38147,22294,1
122333,1,1,2,29,1,8,-1,-1,4,6,360628,296936,230885,111487,273023,251790,34576,9209,818,6782,7654,27196,1
363903,1,3,2,47,-2,3,-2,8,8,6,338553,322755,455173,203570,200469,95151,3876,44112,42165,10124,48673,40049,1
362817,1,1,1,40,6,4,5,1,-2,6,261286,198178,163370,493996,215408,438152,40263,17162,28912,15563,18216,36430,1
324162,1,4,2,69,0,4,8,-2,-2,-2,390976,38919,249365,391778,28717,286133,6970,19373,44583,29508,31412,48233,1
350034,1,4,1,26,2,6,0,6,-1,-1,77823,186817,479282,287543,227455,96053,20933,33620,24229,16618,23430,39134,1
275934,2,3,3,22,3,8,4,3,8,0,195970,344383,367354,57581,397727,396720,44064,24439,46324,37352,23409,14931,1
133381,1,4,2,64,5,8,-2,5,7,1,245002,335497,373870,208905,193993,17166,28026,4464,17698,30814,35137,32069,1
179391,2,4,1,66,3,7,-2,8,0,7,55204,80098,126167,131525,191790,491282,18979,19372,36226,43691,49733,33612,1
98982,2,2,2,39,0,2,6,1,8,6,209756,3891,207349,35500,7858,432574,2410,4723,15049,25048,32952,49901,1
455140,2,2,3,38,3,-2,5,6,-2,7,158250,376490,41171,271102,228917,289819,33613,9537,58,16558,39702,6936,1
295861,2,3,3,54,-2,-1,0,-1,6,3,17791,53184,303262,444592,12668,55647,49327,358,18987,49813,1380,9566,1
206417,1,1,3,23,1,1,3,6,7,-2,68367,41174,51865,337799,285174,107636,45589,9065,36888,17781,40521,7775,1
236382,2,2,2,24,3,2,8,2,5,6,382018,1350,417954,124840,253391,139717,35864,16522,7501,21430,14998,29453,1
474168,2,1,2,20,4,6,0,3,2,3,9018,216300,407276,286792,420004,120515,5264,26910,25240,40456,6335,6765,1
85142,2,4,1,23,8,8,1,0,8,1,467126,251631,266802,471617,290890,248760,11972,45963,10616,4431,5666,32800,1
297252,1,2,3,31,8,-2,-2,1,-1,1,43212,318832,70583,361457,161713,472280,9342,27016,3731,19324,33993,40188,1
257885,1,3,2,46,7,0,2,3,2,0,399619,148031,12789,344736,258115,222086,17773,35280,30872,4285,49880,21639,1
309612,1,3,3,61,0,2,-2,4,3,4,449308,355212,398354,484079,349853,330782,11775,17883,47598,6965,33309,28034,1
18873,2,3,3,42,6,0,-2,-2,-2,0,470567,84665,300070,399436,46981,344291,12221,37581,15535,232,13117,45636,1
437340,2,2,1,44,4,1,7,4,8,-1,433738,415995,355464,68311,310537,435790,30836,31023,29032,477,10165,28478,1
466737,1,1,1,40,-2,0,8,-2,1,7,143775,285924,151903,173817,458313,16910,15935,22989,47680,19014,26297,10430,1
286915,2,4,1,43,-1,1,8,2,6,5,166543,291944,254741,482570,149565,202165,33858,9688,32524,40458,3251,17159,0
351358,1,1,1,44,-2,-2,4,3,-1,1,213272,104887,373587,244852,313312,392367,47394,15177,33655,29350,19966,26492,0
462024,1,1,3,64,8,5,3,-1,2,5,69648,37054,231281,55818,410664,407433,31923,31047,8946,31745,33311,7744,1
356546,2,4,1,65,6,1,-1,7,-2,-2,11136,232362,300692,229302,255903,463666,37582,21302,24630,25962,48383,30625,1
84744,2,4,1,51,6,4,8,6,1,2,434560,307805,394864,348496,358989,351397,37579,44469,18354,40989,21282,49962,0
292381,2,2,1,51,4,-1,-1,7,1,6,277064,47523,107610,498774,155505,122576,16535,11742,23547,44018,10011,32626,1
307290,2,2,1,24,7,-1,8,3,3,-2,304361,475267,32964,161952,153029,252832,747,3653,40041,42487,40868,18620,1
217824,1,2,3,55,0,3,4,4,7,8,463494,490207,265911,257043,333792,16172,2752,29467,23034,40606,37209,16587,0
370857,1,2,1,65,2,-1,-2,7,6,1,332560,272728,31062,439840,352704,323464,14103,44302,3142,9135,42985,46580,1
467839,1,2,3,61,1,3,-1,5,0,3,345426,475034,383278,177633,468504,277147,34477,18236,45277,29693,10735,43575,1
463528,1,4,2,68,4,8,5,8,6,7,393484,89722,359605,54630,112419,333418,45334,32385,27240,29108,20241,23617,1
230911,1,1,3,61,6,-1,3,7,3,5,58174,12710,440856,474467,234108,465070,47939,11570,46224,26397,49077,17670,1
65486,2,2,3,58,-1,1,-1,-2,4,0,180081,19704,319781,244220,125256,343638,1292,27923,28617,24040,7902,35523,1
492572,1,2,1,35,5,4,4,5,7,2,484103,293756,33598,251391,40046,160224,49504,39339,3481,4458,33572,15725,1
421060,1,1,2,52,6,5,1,1,-1,4,461465,30820,126576,310600,201615,99368,16124,43351,27643,5108,11859,5970,1
71084,1,2,2,68,7,0,-1,7,8,-2,442037,479272,403965,1768,187040,427318,42147,5255,28786,45114,25007,15507,0
461212,2,1,2,40,7,6,3,5,7,4,226044,70966,83566,465565,135217,97166,9014,17818,10716,31509,40025,21714,1
436249,2,1,2,28,6,-1,8,3,3,8,428596,152361,349240,180725,148497,80804,3144,31982,23551,13115,24429,12770,1
264230,2,4,3,25,7,5,6,8,3,5,24197,411258,390129,198465,180205,103306,18917,1736,22972,13965,40274,10840,1
299724,2,3,2,64,4,5,8,6,-1,5,74258,109370,165055,87054,494418,254420,42946,34530,31143,30509,21316,307,1
205511,1,4,3,54,6,1,6,8,-1,6,206983,121484,161148,189075,391478,62093,11041,26401,12980,20346,49967,31542,1
36833,1,3,3,58,6,-2,5,1,-1,3,241696,321154,278901,401971,35700,469059,7697,14428,29087,22066,21791,30722,0
174246,2,3,3,41,0,-2,0,-1,7,3,131753,138043,430643,399995,436206,483126,45490,40732,12047,3032,7468,9401,0
403398,2,3,2,60,1,-1,0,-1,-2,-1,178238,108723,111953,467898,316651,486900,46916,14502,22322,6936,20093,47182,1
12269,1,2,1,24,-1,6,-1,2,2,0,81388,127088,470629,201614,445296,19562,627,49570,6135,19667,37129,20478,0
173414,1,4,1,61,7,-1,2,7,5,1,244567,245323,299559,354360,170854,473098,36371,40818,1865,34984,42396,1273,1
205102,2,3,2,42,0,-1,1,6,-1,1,396921,483049,496063,253618,232259,498707,15460,35399,16029,2401,23005,10988,0
273323,2,1,1,36,8,3,4,0,2,5,330680,416118,44806,402011,448113,471214,18735,3067,13728,16727,29723,34603,1
460729,2,2,1,31,8,4,1,5,5,-2,53896,142305,63281,356271,136286,335469,23455,45215,20346,34753,42244,10080,1
179709,2,4,3,42,2,4,6,1,7,7,243790,181686,413320,183951,457750,350615,21339,39502,48099,39602,40677,2695,1
180007,1,3,3,35,2,6,-1,3,2,1,348823,232256,432377,168336,414249,61126,25748,11451,26111,9511,32886,30885,1
371375,1,1,2,22,3,3,8,7,-1,8,264947,489464,222729,126221,490278,437148,29118,19612,27658,36574,40751,25917,0
231586,1,4,2,49,4,5,3,3,0,8,195837,86195,357035,288257,162128,29819,23279,13431,47080,47770,28795,38063,1
120056,2,4,1,41,4,8,4,0,3,8,310957,178741,433778,481921,117876,158865,35078,49220,46057,45340,232,38631,1
231695,2,2,3,28,-2,3,1,2,8,1,484319,364713,21563,100033,165433,495575,35930,42709,44205,39468,2063,47996,1
79019,1,4,2,48,-1,-1,3,0,8,-2,47453,481971,286975,47626,477324,211163,22017,46511,4899,35616,48990,2850,0
96429,1,2,2,66,6,-2,4,8,2,0,195008,77837,426740,59700,166536,65578,7123,39438,31714,11756,7249,1949,0
254200,1,3,2,56,7,2,1,8,8,2,203302,113689,199077,391549,282605,484647,32031,22817,40404,31695,20225,49359,1
215273,1,2,2,42,-1,6,5,-2,1,3,288483,112847,151191,175052,201839,492069,38647,10271,41778,32163,46690,32242,0
458274,2,1,2,32,3,5,6,4,1,6,76087,10466,397853,112183,198110,93521,31905,10404,28895,20341,9751,35768,0
187573,1,2,2,51,8,1,-2,1,2,6,88321,302057,167893,176422,96689,432401,29402,7584,874,24650,42189,4824,1
294488,1,1,1,65,8,2,4,4,-1,6,142680,335351,1587,322665,268539,195211,11470,27332,48685,34701,40913,3490,1
319809,1,2,3,66,-2,2,6,0,6,8,477935,301262,479786,273393,424702,190684,32256,45998,23609,47605,49316,8012,1
16416,1,4,3,67,0,3,7,8,-1,-2,367054,35661,296061,371794,24742,131348,16742,49589,19679,14765,14084,21359,1
335133,1,3,2,42,-1,0,2,2,7,6,330846,34615,409758,169537,444613,22355,45977,14364,19747,12318,15766,5508,1
97237,1,1,3,64,0,2,-1,2,-1,5,408478,105193,412650,226014,332736,134004,32686,34865,21207,30090,45143,22316,0
480924,1,2,3,36,2,-1,7,-1,7,-1,63788,145147,33205,50984,308369,26888,13908,29854,12109,6539,11703,28076,1
82844,2,2,3,59,8,7,3,8,6,8,429666,393271,85430,36529,312950,462186,23646,24446,16366,29126,27395,16,0
213165,2,2,2,40,7,-2,4,7,0,-2,297416,79695,155560,231127,148134,330860,42329,33288,49267,4442,35367,5712,1
51821,2,4,2,21,3,8,-1,-1,7,-2,167664,22046,160349,150798,207572,443311,16773,18568,18408,24529,13594,18759,0
498468,2,4,3,56,6,-2,-1,1,4,3,407927,196993,329393,306400,399645,358645,26272,47224,26336,31020,46920,2666,1
256075,1,1,3,25,8,7,7,1,1,6,401282,208196,311566,21501,153190,65643,33983,35272,42414,3505,33284,6676,1
301738,2,1,2,63,7,4,7,1,3,4,422854,225453,247294,60883,235010,470290,37726,37710,26371,10347,2356,11589,1
42867,2,4,1,37,1,-1,-2,3,1,2,57758,413451,105631,432595,9816,449946,8694,12121,16222,16768,6786,21480,1
377480,1,1,3,49,4,1,1,-1,7,8,484680,49002,190991,283155,366779,174038,28257,8429,26187,18429,9539,35741,1
112853,1,3,1,41,3,2,4,3,4,-1,479813,351971,271796,356027,208851,55766,45609,19717,5704,33805,12247,6634,1
450046,2,3,3,52,-1,4,6,4,-2,-2,178734,168972,233992,420986,262679,352077,48417,38333,6500,26451,36533,36897,1
110518,2,4,1,49,7,-1,0,8,0,-1,32947,154990,63646,231917,57344,364180,32807,46939,34705,19105,4446,42753,1
103436,1,1,1,36,8,3,8,7,0,-2,83527,466271,324755,380530,495857,448414,49183,21366,45873,22533,17529,32573,1
27909,2,2,1,62,8,-2,4,0,-2,0,496415,124234,36525,262292,151233,26327,28536,38707,36283,648,45569,2186,1
241312,1,3,2,51,8,4,4,8,3,3,281506,321265,189097,111374,317494,70851,22130,23520,3730,38526,27833,22032,1
286772,1,4,1,61,5,6,4,5,8,5,178310,137563,355014,168828,290618,299124,27579,14761,20144,2050,13274,33003,0
42197,1,1,1,33,4,2,-1,-1,6,0,144101,253571,10011,245175,392546,309565,5785,36963,127,41465,47852,48925,0
390008,1,4,1,29,4,2,3,8,5,7,128495,393146,284991,158442,146918,16804,20085,39910,25560,27049,12215,47590,1
232111,2,2,3,66,5,1,-1,5,8,6,332076,440861,167260,167763,377963,198466,22920,10142,9660,26390,45254,19785,1
266951,1,3,1,55,8,0,3,8,4,7,209693,419348,4415,168696,191250,292080,42431,15258,43407,35228,36288,30796,0
225973,1,4,3,53,-2,6,7,2,7,2,482705,291090,95191,61419,205580,368955,37932,24738,5216,42977,37026,44540,0
206373,2,4,1,28,-2,2,0,-1,5,4,341921,124408,470473,42321,336356,158075,30071,9326,71,47132,38246,41552,1
284223,1,4,1,61,5,5,-1,4,3,5,396022,330616,260574,23248,392142,241951,17363,46441,22557,27168,25328,23971,1
86067,2,2,2,47,1,6,3,-1,6,0,146370,354952,498613,55478,333433,407027,9351,29566,7771,7532,40728,13062,0
99144,2,4,3,30,2,2,-1,3,0,-1,39593,5345,262408,171853,449939,476947,17388,6060,36899,43931,41809,6854,0
432274,2,2,1,33,5,7,2,7,7,-1,243911,219605,271968,296935,142579,115157,33990,9201,45996,2033,18024,24399,1
473596,1,2,3,58,2,6,-1,0,7,2,157290,421631,195921,94073,450308,126521,13151,47717,2096,40366,20017,36142,1
192921,2,2,3,66,7,-1,0,6,6,-2,101041,244793,155020,444004,65431,469909,21344,36908,19779,34021,44437,48488,1
142664,2,3,2,38,1,6,0,0,1,-1,476321,155687,125772,404191,329765,197955,19338,36720,49840,45236,26236,43090,1
325559,1,3,2,34,3,8,3,8,4,6,221994,435898,171710,260263,273815,359174,38279,3624,36633,44873,43347,10212,1
210279,2,4,2,47,2,1,3,0,6,4,87354,77940,229925,362104,247317,306132,44189,44764,47659,2657,31338,35988,1
22439,2,4,2,43,4,3,7,2,-1,3,99325,103222,95995,183164,155456,142793,34968,22186,8204,30472,29678,14455,1
86514,2,3,2,27,7,3,0,4,-1,6,140354,343686,112437,18388,251866,326781,17080,32985,11068,6233,1549,34173,1
360826,2,1,2,62,4,3,0,5,6,4,499658,176217,135772,452166,80886,327782,21658,47984,7740,3923,13894,33290,1
332872,2,3,2,28,1,-1,-2,8,0,8,134005,356508,224629,63896,184660,296221,7167,5000,15118,22413,25102,13621,0
23277,1,2,2,66,2,4,4,4,6,2,164400,78851,326406,473968,49340,49830,8404,24113,36219,4879,29365,11719,0
118766,2,3,1,52,0,3,5,6,2,6,329664,126134,428073,285941,285923,497585,8214,2480,8247,36395,31521,5196,1
123226,2,2,3,52,1,8,-1,2,3,3,146980,78323,143565,152781,47883,200208,6529,24977,26211,48447,35811,2526,1
339227,1,4,2,38,1,-2,1,7,-1,3,107902,476455,91864,247762,80172,319125,8979,12612,13460,28479,32811,42922,1
19658,1,1,2,22,0,-1,7,8,5,8,79318,202701,189423,250814,42733,442880,10134,45553,41459,11758,42428,2492,0
61013,1,4,3,29,7,4,4,0,8,1,156341,168609,447191,11643,190655,211644,5592,19924,329,42160,14773,4437,0
401958,2,2,1,59,2,-2,5,3,6,-2,52957,7101,4930,177729,420979,386962,32013,31693,11155,42655,32078,11942,1
97486,1,2,3,66,2,-2,-2,2,-1,2,9323,76708,338934,369932,453448,485912,49520,43014,30262,36639,2557,44382,1
